name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/a71b1b6c-40ea-48de-8dfb-b38ee36235ef,QO954-7584V,MONROE,Freios,8.86,39.9,72.5,12 meses,Borracha Sintética,https://picsum.photos/seed/QO954-7584V/200/300,106,1298.41
KIT DE EMBREAGEM,https://testdata.devmka.online/products/e4c9688d-05aa-4b1a-b8a0-204d8b00c39c,SF050-6950X,BOSCH,Freios,9.82,43.0,49.6,12 meses,Cerâmica,https://picsum.photos/seed/SF050-6950X/200/300,91,295.65
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/bdb72d1b-5ddf-484c-9ca0-01f450205d5a,DP311-3260V,ACDELCO,Filtros,3.54,20.4,81.1,12 meses,Borracha Sintética,https://picsum.photos/seed/DP311-3260V/200/300,69,1041.53
BICO INJETOR,https://testdata.devmka.online/products/03cab7f2-07f8-405e-883e-78ce0d4817c3,YV325-9265T,ACDELCO,Filtros,1.22,26.1,60.6,12 meses,Aço Carbono,https://picsum.photos/seed/YV325-9265T/200/300,62,925.06
SONDA LAMBDA,https://testdata.devmka.online/products/a6e24635-373d-486e-b339-0f22f8292d4c,SS006-8954C,MONROE,Sistema Elétrico,9.99,27.4,80.5,12 meses,Aço Carbono,https://picsum.photos/seed/SS006-8954C/200/300,172,644.56
FILTRO DE ÓLEO,https://testdata.devmka.online/products/b867c732-7b52-457e-8830-eccaa372c7e3,PF957-1811X,BOSCH,Filtros,1.17,40.8,26.8,12 meses,Cerâmica,https://picsum.photos/seed/PF957-1811X/200/300,168,1091.57
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/3dd75bd2-8b08-444e-91b9-81286afe7921,FW819-9519Y,NGK,Suspensão e Direção,8.98,27.3,52.2,12 meses,Borracha Sintética,https://picsum.photos/seed/FW819-9519Y/200/300,161,1325.56
CORREIA DENTADA,https://testdata.devmka.online/products/474ad4b8-9601-4a57-b371-e2552d625989,HB183-8100M,ACDELCO,Motor,1.88,6.4,85.8,12 meses,Alumínio,https://picsum.photos/seed/HB183-8100M/200/300,96,420.12
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/4bcbf20d-d943-465a-be50-3cca5e751dd5,FY709-8177E,NGK,Filtros,8.71,46.2,34.0,12 meses,Alumínio,https://picsum.photos/seed/FY709-8177E/200/300,170,1040.62
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/05415370-4363-41a1-9ba4-640d529f534e,EW875-3656Y,SKF,Freios,3.63,46.4,58.7,12 meses,Borracha Sintética,https://picsum.photos/seed/EW875-3656Y/200/300,1,224.22
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/38a03e7a-5a49-4f84-bd88-48df5670d68b,PG032-6440C,MARELLI,Filtros,14.21,7.2,38.3,12 meses,Cerâmica,https://picsum.photos/seed/PG032-6440C/200/300,98,414.11
ALTERNADOR,https://testdata.devmka.online/products/13ccbea4-d873-45cc-b8e0-2029945b3322,JP346-8981T,NGK,Transmissão,4.52,47.4,48.3,12 meses,Cerâmica,https://picsum.photos/seed/JP346-8981T/200/300,50,371.57
MOTOR DE PARTIDA,https://testdata.devmka.online/products/3186eff8-e58b-42f2-963c-9577792b7618,ER287-2280X,MARELLI,Sistema Elétrico,3.69,10.2,91.9,12 meses,Alumínio,https://picsum.photos/seed/ER287-2280X/200/300,48,988.94
PASTILHA DE FREIO,https://testdata.devmka.online/products/94b02f0b-f238-453a-800c-d1e5f89368ba,NT779-7524X,BOSCH,Sistema Elétrico,12.11,22.5,54.7,12 meses,Aço Carbono,https://picsum.photos/seed/NT779-7524X/200/300,54,176.74
FILTRO DE ÓLEO,https://testdata.devmka.online/products/02256541-b0ac-425b-9ba4-7de953ed7884,VR898-7636X,NGK,Suspensão e Direção,3.83,15.0,88.2,12 meses,Cerâmica,https://picsum.photos/seed/VR898-7636X/200/300,26,481.0
ALTERNADOR,https://testdata.devmka.online/products/c114c29b-0cac-4252-b64e-3d927d58ecd3,ZS378-3191I,NGK,Motor,4.98,41.4,97.7,12 meses,Aço Carbono,https://picsum.photos/seed/ZS378-3191I/200/300,147,475.68
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/612453a6-5e3e-4084-8609-353c58f1a0c9,XY584-9565O,BOSCH,Sistema Elétrico,14.46,33.1,51.3,12 meses,Cerâmica,https://picsum.photos/seed/XY584-9565O/200/300,56,80.09
ALTERNADOR,https://testdata.devmka.online/products/7191bf27-508d-4d04-a328-24d62351330a,XB166-5510C,BREMBO,Transmissão,2.88,29.3,36.7,12 meses,Alumínio,https://picsum.photos/seed/XB166-5510C/200/300,34,363.16
DISCO DE FREIO,https://testdata.devmka.online/products/44e15a3c-f03b-4856-9992-ffabaa922c9f,UV656-7331V,SKF,Motor,0.81,35.7,90.1,12 meses,Borracha Sintética,https://picsum.photos/seed/UV656-7331V/200/300,117,995.95
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/f011a739-f9ac-4fc6-ac96-9acc3f8a50ac,CC222-6574O,ACDELCO,Transmissão,11.26,24.8,18.8,12 meses,Alumínio,https://picsum.photos/seed/CC222-6574O/200/300,116,879.13
ROLAMENTO DE RODA,https://testdata.devmka.online/products/7a04f8e8-7260-423e-85e6-1f5bf9156227,RV843-1748R,BREMBO,Filtros,2.38,28.4,72.6,12 meses,Aço Carbono,https://picsum.photos/seed/RV843-1748R/200/300,93,314.92
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/e68d22fa-49d3-45c5-96a0-d1d2e71cc6e5,JK273-3415E,ACDELCO,Motor,0.13,36.1,43.2,12 meses,Borracha Sintética,https://picsum.photos/seed/JK273-3415E/200/300,152,998.68
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/efd31a39-7a02-4602-ac0f-9372e1e6cb6d,ZO043-5419U,BREMBO,Suspensão e Direção,11.51,20.7,13.8,12 meses,Cerâmica,https://picsum.photos/seed/ZO043-5419U/200/300,196,590.9
FILTRO DE ÓLEO,https://testdata.devmka.online/products/4c200453-2029-4d6a-b93f-4a1b8da6ef25,JQ825-5068Y,SKF,Freios,3.26,40.5,61.8,12 meses,Aço Carbono,https://picsum.photos/seed/JQ825-5068Y/200/300,181,1306.47
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/3b7a7405-2057-493b-9b1c-5979244aed4c,OT351-2428L,NGK,Freios,1.74,9.5,85.5,12 meses,Aço Carbono,https://picsum.photos/seed/OT351-2428L/200/300,85,531.02
CORREIA DENTADA,https://testdata.devmka.online/products/90f0a48c-15cb-49b4-9365-cf805825bc49,KK466-4138X,MONROE,Filtros,8.25,21.3,19.9,12 meses,Aço Carbono,https://picsum.photos/seed/KK466-4138X/200/300,47,1189.99
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/957a95de-9c45-4f45-9d3d-cc79ab1d59e1,XR516-5004S,ACDELCO,Filtros,11.13,37.5,75.8,12 meses,Borracha Sintética,https://picsum.photos/seed/XR516-5004S/200/300,53,1190.97
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/7b370599-591b-436f-a592-e4ef54aecefe,RK322-7592U,SKF,Transmissão,2.34,46.8,48.6,12 meses,Alumínio,https://picsum.photos/seed/RK322-7592U/200/300,4,1058.93
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/c3dac9fe-9e45-41e0-bbb5-a8599bbcb501,DE228-5352N,NGK,Suspensão e Direção,14.3,43.2,72.6,12 meses,Cerâmica,https://picsum.photos/seed/DE228-5352N/200/300,135,450.92
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/b4699a39-e219-4a01-b23e-c62bdc1e401f,XV271-0377N,BOSCH,Filtros,5.39,33.3,28.9,12 meses,Aço Carbono,https://picsum.photos/seed/XV271-0377N/200/300,133,1433.99
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/45b85514-4d97-414a-9602-258ebcc9ca15,LB365-0326K,MONROE,Suspensão e Direção,13.03,43.1,32.3,12 meses,Aço Carbono,https://picsum.photos/seed/LB365-0326K/200/300,51,429.83
RADIADOR,https://testdata.devmka.online/products/7b08f61b-4318-4489-b7f0-55db9829f2ff,ZO638-0028H,MONROE,Suspensão e Direção,5.38,14.8,43.4,12 meses,Alumínio,https://picsum.photos/seed/ZO638-0028H/200/300,8,780.82
CORREIA DENTADA,https://testdata.devmka.online/products/30a5713d-838e-43ec-b283-73cacd1b4720,KF758-6833L,NGK,Sistema Elétrico,3.22,26.8,58.0,12 meses,Aço Carbono,https://picsum.photos/seed/KF758-6833L/200/300,120,686.9
CORREIA DENTADA,https://testdata.devmka.online/products/b43df1fa-efdd-4d9f-aeab-e05436acdb33,AD406-4775I,ACDELCO,Motor,7.01,38.9,36.7,12 meses,Cerâmica,https://picsum.photos/seed/AD406-4775I/200/300,90,1364.37
RADIADOR,https://testdata.devmka.online/products/d13df8d5-da90-4757-b51f-176c4d6182fb,YF145-9347U,MARELLI,Filtros,6.67,24.0,79.9,12 meses,Aço Carbono,https://picsum.photos/seed/YF145-9347U/200/300,34,787.4
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/0a39b96e-9b1e-4046-9e72-4357609ee7c1,FA128-1408W,SKF,Suspensão e Direção,5.85,36.2,94.7,12 meses,Aço Carbono,https://picsum.photos/seed/FA128-1408W/200/300,106,965.86
ROLAMENTO DE RODA,https://testdata.devmka.online/products/a0f2660f-7f57-4068-95be-3a60264acf01,GK591-4156L,SKF,Motor,13.22,41.4,74.7,12 meses,Alumínio,https://picsum.photos/seed/GK591-4156L/200/300,154,1416.9
RADIADOR,https://testdata.devmka.online/products/37402fec-0ee2-4de4-a4ff-226df61146ef,UZ415-3090W,SKF,Motor,8.48,31.7,21.8,12 meses,Alumínio,https://picsum.photos/seed/UZ415-3090W/200/300,19,1415.75
ROLAMENTO DE RODA,https://testdata.devmka.online/products/1d25196b-dfc6-4fb7-8621-fe62e43b0dae,MR994-5190B,BOSCH,Suspensão e Direção,3.68,26.9,64.0,12 meses,Cerâmica,https://picsum.photos/seed/MR994-5190B/200/300,183,129.02
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/f6f13ddb-342d-48df-8491-049925607495,GP101-0608D,SKF,Sistema Elétrico,5.34,30.0,52.2,12 meses,Borracha Sintética,https://picsum.photos/seed/GP101-0608D/200/300,195,1327.01
FILTRO DE ÓLEO,https://testdata.devmka.online/products/9ca96af2-6367-426c-afb7-a321b3513e2d,EJ813-3411K,MONROE,Motor,7.62,11.8,70.3,12 meses,Borracha Sintética,https://picsum.photos/seed/EJ813-3411K/200/300,123,992.19
DISCO DE FREIO,https://testdata.devmka.online/products/ae4283dc-875d-47ef-8dd1-4687238174ad,BV533-1769G,NGK,Motor,2.97,26.4,79.1,12 meses,Aço Carbono,https://picsum.photos/seed/BV533-1769G/200/300,115,369.39
SONDA LAMBDA,https://testdata.devmka.online/products/b6d2139b-056d-4988-8460-19c2d52ef695,XP279-2565J,BOSCH,Suspensão e Direção,1.13,24.2,53.5,12 meses,Aço Carbono,https://picsum.photos/seed/XP279-2565J/200/300,9,906.0
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/3622755d-6f48-4134-a242-8fc25eae6f4f,HC020-2855J,BOSCH,Sistema Elétrico,6.91,29.9,80.1,12 meses,Alumínio,https://picsum.photos/seed/HC020-2855J/200/300,30,591.06
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/52215003-b54c-400b-a86e-a3486c05cd30,JP007-7421P,SKF,Motor,5.02,48.1,56.7,12 meses,Cerâmica,https://picsum.photos/seed/JP007-7421P/200/300,158,1289.37
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/e7e683c6-8444-4de7-a6ab-00136fab7a51,CT738-1028T,NGK,Motor,4.26,47.8,51.5,12 meses,Alumínio,https://picsum.photos/seed/CT738-1028T/200/300,36,1199.03
MOTOR DE PARTIDA,https://testdata.devmka.online/products/e2cfae75-9977-4361-b8e6-21f133dd1e75,YE208-2767K,NGK,Transmissão,13.4,31.3,62.0,12 meses,Alumínio,https://picsum.photos/seed/YE208-2767K/200/300,9,417.81
FILTRO DE ÓLEO,https://testdata.devmka.online/products/7ae246f3-f3fe-4362-b17f-7b2b09f9e63c,YR164-3468U,MONROE,Suspensão e Direção,8.34,8.2,93.2,12 meses,Borracha Sintética,https://picsum.photos/seed/YR164-3468U/200/300,34,1443.71
FILTRO DE ÓLEO,https://testdata.devmka.online/products/e20fb385-bd0d-4604-a848-81bade3efd12,LL449-8104J,SKF,Motor,13.44,28.5,26.3,12 meses,Alumínio,https://picsum.photos/seed/LL449-8104J/200/300,78,83.8
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/330ff05f-943a-4ddf-8138-eb12b26458bb,OM446-7332V,SKF,Sistema Elétrico,8.72,39.2,63.6,12 meses,Aço Carbono,https://picsum.photos/seed/OM446-7332V/200/300,50,109.01
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/e8f64552-5ada-4224-84cb-eb6c267c9409,IK227-2370J,SKF,Filtros,1.0,37.5,26.6,12 meses,Cerâmica,https://picsum.photos/seed/IK227-2370J/200/300,114,318.18
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/1c9f5ac1-3834-47ed-ac43-ff1d0ab54528,JJ605-5276G,MONROE,Transmissão,5.7,32.2,91.7,12 meses,Aço Carbono,https://picsum.photos/seed/JJ605-5276G/200/300,94,465.6
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/7f0298ca-e75f-484a-accf-e682efd261a7,KJ199-4781X,NGK,Motor,3.03,39.4,82.4,12 meses,Cerâmica,https://picsum.photos/seed/KJ199-4781X/200/300,162,1282.46
ALTERNADOR,https://testdata.devmka.online/products/ad305922-4cd0-49f6-9f45-1612a9345639,MA447-8837R,ACDELCO,Motor,10.17,47.4,85.0,12 meses,Cerâmica,https://picsum.photos/seed/MA447-8837R/200/300,32,788.26
DISCO DE FREIO,https://testdata.devmka.online/products/91f87aa5-39bc-4fff-8fe3-c627e9183322,UW930-7508K,ACDELCO,Motor,5.81,28.5,93.6,12 meses,Cerâmica,https://picsum.photos/seed/UW930-7508K/200/300,47,289.88
FILTRO DE ÓLEO,https://testdata.devmka.online/products/107deea9-f980-4ef7-9113-0fb61fac9efb,OM520-3293B,MONROE,Filtros,5.57,38.4,85.0,12 meses,Borracha Sintética,https://picsum.photos/seed/OM520-3293B/200/300,32,1174.23
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/9dfdfe1d-0331-457c-8e7a-e8832409c057,WQ233-0072Z,BOSCH,Suspensão e Direção,1.94,17.8,31.0,12 meses,Aço Carbono,https://picsum.photos/seed/WQ233-0072Z/200/300,91,296.88
FILTRO DE ÓLEO,https://testdata.devmka.online/products/892f9001-d2f9-4e95-a3f8-7551ce2d682c,FQ718-1403N,MARELLI,Filtros,6.63,41.3,49.3,12 meses,Alumínio,https://picsum.photos/seed/FQ718-1403N/200/300,108,153.35
MOTOR DE PARTIDA,https://testdata.devmka.online/products/277f946f-9afe-4a46-b289-94b2ebcc770d,YH072-9016Y,NGK,Suspensão e Direção,2.72,30.8,81.7,12 meses,Alumínio,https://picsum.photos/seed/YH072-9016Y/200/300,139,141.25
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/2402b32e-243d-4da1-80f5-02b441036ec6,NU964-2214Z,BOSCH,Freios,2.99,9.5,97.1,12 meses,Cerâmica,https://picsum.photos/seed/NU964-2214Z/200/300,50,1058.05
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/de52d4af-d96c-473a-a750-59f96c874bff,IR220-5906V,ACDELCO,Suspensão e Direção,9.5,31.1,63.3,12 meses,Aço Carbono,https://picsum.photos/seed/IR220-5906V/200/300,8,914.58
BICO INJETOR,https://testdata.devmka.online/products/0e9f677a-9780-455b-82f0-cb6bd2eb4046,WS418-0385A,ACDELCO,Filtros,5.83,6.4,33.2,12 meses,Aço Carbono,https://picsum.photos/seed/WS418-0385A/200/300,116,224.65
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/369cd956-4afa-4fa2-8301-8436d8dc8fba,XR281-8552P,SKF,Filtros,5.31,11.7,62.4,12 meses,Cerâmica,https://picsum.photos/seed/XR281-8552P/200/300,50,1058.91
DISCO DE FREIO,https://testdata.devmka.online/products/e614af00-170f-4dc9-89ee-7c5eef4dab70,PP352-9810U,BREMBO,Suspensão e Direção,11.63,14.5,70.6,12 meses,Alumínio,https://picsum.photos/seed/PP352-9810U/200/300,66,1403.4
DISCO DE FREIO,https://testdata.devmka.online/products/8d19de42-f693-4e22-8617-ef9bb50c4f86,AQ494-2732O,BOSCH,Transmissão,9.63,36.0,92.2,12 meses,Alumínio,https://picsum.photos/seed/AQ494-2732O/200/300,30,119.89
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/0064b014-4806-4561-90a9-c2ba98382cb8,DU434-3981M,BREMBO,Filtros,7.23,27.7,88.9,12 meses,Alumínio,https://picsum.photos/seed/DU434-3981M/200/300,145,1281.46
DISCO DE FREIO,https://testdata.devmka.online/products/fbdde2a1-4fd5-41d7-ad1b-d60f1d0dbd1d,VG994-2283O,SKF,Freios,13.09,48.4,99.0,12 meses,Cerâmica,https://picsum.photos/seed/VG994-2283O/200/300,131,194.63
FILTRO DE ÓLEO,https://testdata.devmka.online/products/eca6a6ad-1637-4535-9e7c-fda949a6e9da,RN598-9975B,SKF,Motor,7.6,29.4,32.1,12 meses,Cerâmica,https://picsum.photos/seed/RN598-9975B/200/300,164,1191.95
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/63eae40b-c54c-4581-86f0-d7a0f94f7495,TF088-9477O,NGK,Suspensão e Direção,7.72,18.2,36.2,12 meses,Cerâmica,https://picsum.photos/seed/TF088-9477O/200/300,29,336.75
PASTILHA DE FREIO,https://testdata.devmka.online/products/fb1c84df-b0f2-4f51-b88c-1e8133dd39f4,KQ359-9331Y,ACDELCO,Filtros,0.15,27.1,45.6,12 meses,Borracha Sintética,https://picsum.photos/seed/KQ359-9331Y/200/300,74,282.8
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/0131449e-a54c-4a22-9790-dbfad3ac3134,MX762-4641P,ACDELCO,Transmissão,8.99,17.1,26.6,12 meses,Cerâmica,https://picsum.photos/seed/MX762-4641P/200/300,66,1322.45
RADIADOR,https://testdata.devmka.online/products/3c4e4e78-8a86-403f-9ff7-7da121ea4b72,WS103-0361X,SKF,Sistema Elétrico,4.25,13.0,80.4,12 meses,Aço Carbono,https://picsum.photos/seed/WS103-0361X/200/300,119,1187.32
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/45a92907-d941-42c8-a624-9511d2d8f534,CC705-9145T,BREMBO,Motor,7.96,44.1,45.6,12 meses,Borracha Sintética,https://picsum.photos/seed/CC705-9145T/200/300,115,999.35
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/4ec69989-4d28-4587-a02d-21f6c38fb656,NE254-4716K,SKF,Suspensão e Direção,12.96,30.0,43.9,12 meses,Alumínio,https://picsum.photos/seed/NE254-4716K/200/300,30,1243.43
BICO INJETOR,https://testdata.devmka.online/products/3a619c7e-eb44-470b-a179-f6996440e346,AP486-8763U,NGK,Sistema Elétrico,1.03,26.6,19.9,12 meses,Borracha Sintética,https://picsum.photos/seed/AP486-8763U/200/300,155,1391.77
ROLAMENTO DE RODA,https://testdata.devmka.online/products/f3024e3c-3aaf-4328-9a82-08bbca24d035,XA706-7779N,NGK,Sistema Elétrico,1.61,16.5,17.8,12 meses,Cerâmica,https://picsum.photos/seed/XA706-7779N/200/300,74,864.67
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/a3a07d88-7d69-45ec-962f-5625e6d3a36e,HR671-1776D,MARELLI,Motor,14.38,16.3,63.4,12 meses,Alumínio,https://picsum.photos/seed/HR671-1776D/200/300,24,1034.19
ROLAMENTO DE RODA,https://testdata.devmka.online/products/78e12098-3a9d-49cd-94c2-71851399344c,QT808-3432X,ACDELCO,Filtros,5.57,14.5,12.9,12 meses,Cerâmica,https://picsum.photos/seed/QT808-3432X/200/300,129,1225.74
RADIADOR,https://testdata.devmka.online/products/a443e156-2de8-446c-96e6-c6fadef6bfcb,YK963-5119V,MONROE,Sistema Elétrico,3.04,16.9,69.3,12 meses,Cerâmica,https://picsum.photos/seed/YK963-5119V/200/300,55,348.8
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/030ba78c-641c-4207-8bd0-6eeb898f1879,WB855-0485B,MARELLI,Freios,5.93,22.9,66.3,12 meses,Borracha Sintética,https://picsum.photos/seed/WB855-0485B/200/300,48,971.18
PASTILHA DE FREIO,https://testdata.devmka.online/products/3c2f2b1f-7e9b-4819-b4b1-a6001931cd8d,HD667-3366O,BREMBO,Motor,3.86,7.7,65.0,12 meses,Borracha Sintética,https://picsum.photos/seed/HD667-3366O/200/300,24,110.75
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/ca56449a-41ad-47b9-8f1c-f271295aab37,LZ601-2534P,MONROE,Filtros,12.68,40.7,39.9,12 meses,Cerâmica,https://picsum.photos/seed/LZ601-2534P/200/300,92,1037.48
ROLAMENTO DE RODA,https://testdata.devmka.online/products/72396d15-4afa-4a11-9159-e73c31c88740,ED276-0947X,MONROE,Sistema Elétrico,8.67,26.5,42.1,12 meses,Cerâmica,https://picsum.photos/seed/ED276-0947X/200/300,31,520.81
ROLAMENTO DE RODA,https://testdata.devmka.online/products/5b918341-155f-4c76-854e-935161c8593c,BJ368-8213K,MARELLI,Suspensão e Direção,5.17,48.8,32.2,12 meses,Aço Carbono,https://picsum.photos/seed/BJ368-8213K/200/300,1,313.5
PASTILHA DE FREIO,https://testdata.devmka.online/products/eaf38f9d-fb3d-4fdf-9c42-52c872dc26c1,NB380-1114Y,SKF,Freios,13.82,29.6,24.3,12 meses,Borracha Sintética,https://picsum.photos/seed/NB380-1114Y/200/300,37,1243.77
ALTERNADOR,https://testdata.devmka.online/products/3978aa34-8c8a-478c-93b2-0fc757059190,PK171-2265C,MONROE,Freios,9.73,25.8,62.3,12 meses,Alumínio,https://picsum.photos/seed/PK171-2265C/200/300,69,514.38
ALTERNADOR,https://testdata.devmka.online/products/e4d798b2-8592-46a1-bb1c-9f4c67acd4f3,YU079-5351K,BOSCH,Freios,8.51,10.0,66.5,12 meses,Aço Carbono,https://picsum.photos/seed/YU079-5351K/200/300,15,664.45
DISCO DE FREIO,https://testdata.devmka.online/products/471fcc14-d214-42ea-9a75-ad9fad5a84df,PZ808-8572E,SKF,Freios,9.15,6.1,94.9,12 meses,Cerâmica,https://picsum.photos/seed/PZ808-8572E/200/300,105,435.15
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/57fb1bd1-0e62-4974-b8a2-85a080a08be5,WQ604-6266G,MONROE,Sistema Elétrico,8.98,28.6,84.6,12 meses,Alumínio,https://picsum.photos/seed/WQ604-6266G/200/300,39,1372.45
MOTOR DE PARTIDA,https://testdata.devmka.online/products/ad7589cd-23b1-4c66-a5df-d4daba7331dc,YQ099-6104Y,NGK,Motor,2.73,9.5,76.2,12 meses,Cerâmica,https://picsum.photos/seed/YQ099-6104Y/200/300,106,887.54
BICO INJETOR,https://testdata.devmka.online/products/1433ada0-7bb8-4fed-b3f1-580a78d522c5,RS435-6588E,SKF,Filtros,10.27,43.0,99.3,12 meses,Alumínio,https://picsum.photos/seed/RS435-6588E/200/300,8,1370.31
RADIADOR,https://testdata.devmka.online/products/04f5b856-bd07-4644-835c-34ff9ef9a995,GP682-2822F,MARELLI,Sistema Elétrico,13.95,29.2,60.3,12 meses,Cerâmica,https://picsum.photos/seed/GP682-2822F/200/300,196,307.03
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/22a5cdf6-9bea-4872-83ce-92848d5a33dc,DZ222-7655T,NGK,Transmissão,0.69,24.3,61.0,12 meses,Cerâmica,https://picsum.photos/seed/DZ222-7655T/200/300,181,1205.92
KIT DE EMBREAGEM,https://testdata.devmka.online/products/470f1b08-c64e-4402-b473-cc4d3756f45b,VX465-6516Y,BOSCH,Motor,1.15,10.6,11.5,12 meses,Borracha Sintética,https://picsum.photos/seed/VX465-6516Y/200/300,169,1194.65
ALTERNADOR,https://testdata.devmka.online/products/ccbe9b37-1a06-4a52-8c4b-a262e92a9c2a,YZ371-6607Q,SKF,Transmissão,13.54,31.4,29.7,12 meses,Borracha Sintética,https://picsum.photos/seed/YZ371-6607Q/200/300,154,242.15
SONDA LAMBDA,https://testdata.devmka.online/products/ec2f8a75-2d65-491b-a8e1-3fd9d1ab305f,ZO835-1654A,BREMBO,Motor,14.47,16.3,85.2,12 meses,Alumínio,https://picsum.photos/seed/ZO835-1654A/200/300,14,1015.23
RADIADOR,https://testdata.devmka.online/products/24adfdc1-30d9-4766-bdfd-db0273faec40,CG101-7284Q,SKF,Motor,2.94,50.0,10.6,12 meses,Aço Carbono,https://picsum.photos/seed/CG101-7284Q/200/300,150,1357.62
MOTOR DE PARTIDA,https://testdata.devmka.online/products/02d83c0f-69fe-4c99-bbf7-213a771ed21a,SE776-6807Q,ACDELCO,Sistema Elétrico,5.4,46.0,65.8,12 meses,Aço Carbono,https://picsum.photos/seed/SE776-6807Q/200/300,54,241.05
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/b04ee1f8-df7e-4bde-a40e-f09343d0eff8,LD421-5355Z,SKF,Suspensão e Direção,3.66,44.1,99.6,12 meses,Cerâmica,https://picsum.photos/seed/LD421-5355Z/200/300,93,1067.28
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/b1cbe325-753c-4ce9-b4d7-40efa026e184,HY766-4301Y,BOSCH,Filtros,7.4,41.1,50.1,12 meses,Aço Carbono,https://picsum.photos/seed/HY766-4301Y/200/300,3,1084.77
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/aaca5dad-882b-48ef-9b30-9d8d157b823b,EK474-1516W,BREMBO,Freios,3.44,49.7,29.2,12 meses,Borracha Sintética,https://picsum.photos/seed/EK474-1516W/200/300,91,892.57
ROLAMENTO DE RODA,https://testdata.devmka.online/products/b1de50e4-b265-46e7-97aa-59be315a49eb,AH585-4609R,SKF,Suspensão e Direção,12.56,19.3,85.0,12 meses,Alumínio,https://picsum.photos/seed/AH585-4609R/200/300,149,991.19
PASTILHA DE FREIO,https://testdata.devmka.online/products/c854992a-6bec-48d7-9ce9-f048211bb6ee,EK639-7110Q,MONROE,Sistema Elétrico,13.02,28.5,89.9,12 meses,Cerâmica,https://picsum.photos/seed/EK639-7110Q/200/300,98,523.8
MOTOR DE PARTIDA,https://testdata.devmka.online/products/d5c8b8b8-84cc-4e4d-bddd-7f8322f91edf,YN274-6283H,ACDELCO,Filtros,9.37,35.7,26.6,12 meses,Borracha Sintética,https://picsum.photos/seed/YN274-6283H/200/300,180,728.87
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/254fa0a0-1778-4db0-972d-8ff4cbe6bae7,JR044-5566J,ACDELCO,Freios,5.66,37.1,28.1,12 meses,Borracha Sintética,https://picsum.photos/seed/JR044-5566J/200/300,110,1030.24
FILTRO DE ÓLEO,https://testdata.devmka.online/products/b1ffadc3-1e72-43f7-b89b-04c0b1395f1e,CB449-8586N,SKF,Freios,1.03,21.3,70.5,12 meses,Alumínio,https://picsum.photos/seed/CB449-8586N/200/300,46,1420.35
PASTILHA DE FREIO,https://testdata.devmka.online/products/a5042a7e-1321-4542-ae6c-83e81b623bc7,QT558-5797Z,BREMBO,Freios,6.24,13.1,16.1,12 meses,Aço Carbono,https://picsum.photos/seed/QT558-5797Z/200/300,62,894.1
